City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,callao,-12.0667,-77.15,18.73,77,75,4.12,PE,1730336216
367,hurricane,37.1753,-113.2899,13.26,46,5,0.62,US,1730336217
368,kalmunai,7.4167,81.8167,26.17,84,96,2.88,LK,1730336218
369,palu,-0.8917,119.8707,31.87,58,91,1.16,ID,1730336219
370,morondava,-20.2833,44.2833,26.82,77,100,2.8,MG,1730336221
371,ndende,-2.4008,11.3581,22.79,99,100,0.77,GA,1730336222
372,queenstown,-31.8976,26.8753,6.93,92,0,0.94,ZA,1730336223
373,nar'yan-mar,67.6713,53.087,0.59,77,100,8.41,RU,1730336224
374,liwale,-9.7667,37.9333,23.2,79,100,3.45,TZ,1730336225
375,coruripe,-10.1256,-36.1756,24.44,71,0,5.85,BR,1730336226
376,san antonio de pale,-1.4014,5.6325,25.48,83,41,3.6,GQ,1730336227
377,fortaleza,-3.7227,-38.5247,26.79,78,0,3.6,BR,1730336229
378,wanning,18.8003,110.3967,24.91,88,24,3.85,CN,1730336230
379,greater sudbury,46.49,-80.99,15.59,89,100,0.45,CA,1730336231
380,jimma,7.6667,36.8333,16.34,99,100,0.43,ET,1730336233
381,kargil,34.5667,76.1,-2.73,81,4,0.66,IN,1730336234
382,lieksa,63.3167,30.0167,0.23,69,19,9.54,FI,1730336235
383,i-n-salah,27.1935,2.4607,26.8,19,86,3.43,DZ,1730336238
384,natchez,31.5604,-91.4032,26.12,65,0,3.6,US,1730336239
385,swakopmund,-22.6833,14.5333,14.43,85,4,1.79,NA,1730336240
386,cosne-cours-sur-loire,47.3333,3.1667,8.97,82,0,1.81,FR,1730336241
387,badger,64.8,-147.5333,-10.01,84,0,0.0,US,1730336242
388,toliara,-23.35,43.6667,25.78,70,100,2.86,MG,1730336244
389,yuxi,24.355,102.5422,17.38,85,6,0.9,CN,1730336245
390,kaihua,23.3687,104.28,16.77,84,40,0.51,CN,1730336246
391,porto novo,6.4965,2.6036,26.9,90,80,1.61,BJ,1730336247
392,charlestown,-32.95,151.6667,27.88,43,100,3.41,AU,1730336248
393,el calafate,-50.3408,-72.2768,10.3,84,100,3.62,AR,1730336249
394,grenaa,56.4158,10.8783,9.12,92,63,0.45,DK,1730336250
395,merta,26.65,74.0333,22.83,42,0,1.4,IN,1730336251
396,serang,-6.1149,106.1502,29.91,61,100,1.42,ID,1730336253
397,adzope,6.1069,-3.8619,22.7,99,42,0.34,CI,1730336254
398,homer,59.6425,-151.5483,3.94,52,0,3.6,US,1730336116
399,ballina,-28.8667,153.5667,26.48,60,0,3.33,AU,1730336256
400,guanica,17.9716,-66.908,24.99,66,100,1.92,PR,1730336257
401,sinjar,36.3209,41.8754,14.98,20,16,2.14,IQ,1730336258
402,bogotol,56.2078,89.5342,-1.66,96,100,3.97,RU,1730336259
403,haiku-pauwela,20.9219,-156.3051,26.25,75,22,10.73,US,1730336261
404,santa margherita ligure,44.3346,9.212,18.87,82,0,0.89,IT,1730336263
405,djibouti,11.5,42.5,23.58,72,1,5.05,DJ,1730336264
406,las terrenas,19.311,-69.5428,24.19,85,89,4.28,DO,1730336265
407,skovorodino,53.9833,123.9167,-1.78,73,100,1.25,RU,1730336266
408,san nicolas,18.1725,120.5953,26.95,83,100,5.66,PH,1730336267
409,mugia,43.1041,-9.2179,13.28,79,35,4.13,ES,1730336269
410,san agustin de valle fertil,-30.6335,-67.4682,27.63,37,63,7.78,AR,1730336270
411,meadow lake,34.8014,-106.5436,9.88,23,0,5.92,US,1730336271
412,brandfort,-28.7001,26.4597,11.87,55,0,3.33,ZA,1730336272
413,san jose del guaviare,2.5729,-72.6459,23.53,87,29,0.99,CO,1730336273
414,mizdah,31.4451,12.9801,18.21,61,1,2.84,LY,1730336274
415,san-pedro,4.7485,-6.6363,24.81,92,100,1.04,CI,1730336275
416,auki,-8.7676,160.7034,28.22,80,31,2.66,SB,1730336277
417,tamanrasset,22.785,5.5228,18.95,27,0,2.57,DZ,1730336278
418,dhali,10.5,77.1667,22.92,84,98,1.52,IN,1730336279
419,arkhangel'sk,64.5401,40.5433,1.06,100,100,1.0,RU,1730336241
420,san pedro pochutla,15.7333,-96.4667,24.63,88,83,1.75,MX,1730336120
421,vernon,50.2581,-119.2691,8.75,67,100,3.09,CA,1730336120
422,ico,-6.4011,-38.8622,27.18,53,9,4.37,BR,1730336285
423,salqin,36.1381,36.4532,14.82,29,48,0.89,SY,1730336286
424,murghob,38.1702,73.9667,-6.75,61,0,2.95,TJ,1730336287
425,la gi,10.6667,107.7833,26.46,79,100,4.93,VN,1730336288
426,stenungsund,58.0705,11.8181,11.25,82,100,7.98,SE,1730336289
427,el paraiso,13.8667,-86.55,19.75,96,100,1.47,HN,1730336290
428,afaahiti,-17.75,-149.2833,23.04,68,39,6.61,PF,1730336291
429,vlore,40.4667,19.4897,17.48,68,0,2.14,AL,1730336293
430,caleta olivia,-46.4393,-67.5281,13.15,70,100,1.74,AR,1730336294
431,baruun-urt,46.6806,113.2792,3.93,58,75,2.18,MN,1730336295
432,darovskoy,58.77,47.9564,0.28,97,100,6.26,RU,1730336296
433,nema,57.5067,50.5011,2.05,79,100,7.75,RU,1730336297
434,copperas cove,31.1241,-97.9031,28.82,58,0,5.14,US,1730336298
435,kerikeri,-35.2268,173.9474,21.62,60,27,1.34,NZ,1730336299
436,taitung city,22.7583,121.1444,25.15,100,100,13.89,TW,1730336301
437,sabzevar,36.2126,57.6819,11.56,32,6,3.04,IR,1730336302
438,volksrust,-27.3654,29.8818,12.06,81,100,1.87,ZA,1730336303
439,balabac,7.9868,117.0645,29.0,78,100,5.63,PH,1730336304
440,arjawinangun,-6.6453,108.4103,31.15,53,100,1.99,ID,1730336305
441,terralba,39.7192,8.6392,19.01,77,100,3.45,IT,1730336306
442,mangrol,21.1167,70.1167,26.4,51,0,3.54,IN,1730336307
443,ludza,56.55,27.7167,4.73,90,100,4.89,LV,1730336044
444,dryden,49.7833,-92.7503,3.16,60,0,3.6,CA,1730336311
445,taroa,8.7058,171.2275,28.37,76,57,4.32,MH,1730336312
446,wynyard,-41.0,145.7167,18.44,57,5,1.34,AU,1730336313
447,santa elena de uairen,4.6167,-61.1333,23.51,52,100,1.4,VE,1730336315
448,marang,5.2056,103.2059,25.95,82,100,1.31,MY,1730336317
449,aquidauana,-20.4711,-55.7872,30.52,38,56,1.98,BR,1730336318
450,antonio enes,-16.2325,39.9086,24.34,83,73,2.78,MZ,1730336319
451,aleksandrovsk-sakhalinskiy,50.8975,142.1561,2.51,86,100,3.69,RU,1730336320
452,saldanha,-33.0117,17.9442,15.03,81,2,5.17,ZA,1730336321
453,galle,6.0367,80.217,27.74,84,95,2.66,LK,1730336322
454,mirabad,30.4362,61.8383,17.17,30,0,2.83,AF,1730336323
455,igarka,67.4667,86.5833,-15.07,98,100,2.8,RU,1730336325
456,vadso,70.0744,29.7487,-0.91,80,75,8.23,NO,1730336326
457,colonia menno,-22.3667,-59.8167,31.33,35,0,3.61,PY,1730336327
458,fallon,39.4735,-118.7774,11.93,46,75,2.06,US,1730336328
459,hadibu,12.65,54.0333,25.27,70,2,2.17,YE,1730336329
460,karratha,-20.7377,116.8463,35.94,21,2,4.75,AU,1730336330
461,barranca,-10.75,-77.7667,17.28,80,50,3.2,PE,1730336331
462,al hawamidiyah,29.9,31.25,20.44,66,0,2.94,EG,1730336332
463,nahiyat al fuhud,30.9697,46.7228,20.72,46,100,4.02,IQ,1730336334
464,itupiranga,-5.1347,-49.3267,25.72,80,100,1.51,BR,1730336335
465,peterhead,57.5058,-1.7981,10.75,79,100,3.28,GB,1730336336
466,nueva gerona,21.8833,-82.8,27.28,78,100,9.15,CU,1730336337
467,salamanca,40.8333,-6.0,11.28,74,100,3.1,ES,1730336338
468,ilheus,-14.7889,-39.0494,26.9,78,75,2.57,BR,1730336339
469,bariarpur,25.3,86.5833,24.94,71,38,0.79,IN,1730336340
470,okhotsk,59.3833,143.3,-6.37,69,100,8.1,RU,1730336342
471,roswell,34.0232,-84.3616,20.4,85,0,0.0,US,1730336339
472,richards bay,-28.783,32.0377,18.8,84,99,5.04,ZA,1730336344
473,ashland,40.8167,-82.2665,20.15,78,100,4.71,US,1730336345
474,pinotepa nacional,16.3167,-98.0167,24.39,92,38,0.43,MX,1730336346
475,kapa'a,22.0752,-159.319,28.18,76,75,8.75,US,1730336347
476,atkarsk,51.8718,45.0078,3.41,82,100,7.08,RU,1730336348
477,caibarien,22.5206,-79.4669,26.24,78,65,9.07,CU,1730336349
478,cambria,35.5641,-121.0808,15.03,73,7,1.34,US,1730336351
479,mancio lima,-7.6142,-72.8958,27.04,78,0,1.03,BR,1730336353
480,taikang,46.8333,124.4167,8.23,66,10,5.45,CN,1730336354
481,port moresby,-9.4431,147.1797,29.68,66,40,3.6,PG,1730336355
482,quesnel,52.9999,-122.5029,8.28,57,100,6.17,CA,1730336356
483,carbondale,37.7273,-89.2168,22.27,62,0,4.12,US,1730336357
484,tsiombe,-25.3,45.4833,23.97,80,100,1.22,MG,1730336358
485,portland,45.5234,-122.6762,9.79,93,100,3.13,US,1730335800
486,mwene-ditu,-7.0,23.45,19.16,88,100,1.01,CD,1730336361
487,faxinal,-24.0003,-51.3194,20.79,51,4,5.01,BR,1730336362
488,benguela,-12.5763,13.4055,23.33,78,100,1.99,AO,1730336364
489,lazaro cardenas,17.9583,-102.2,27.5,80,89,2.58,MX,1730336113
490,viedma,-40.8135,-62.9967,19.17,76,100,2.04,AR,1730336367
491,weligama,5.9667,80.4167,27.73,87,97,1.98,LK,1730336368
492,zambezi,-13.5432,23.1047,18.25,88,89,0.79,ZM,1730336369
493,kenai,60.5544,-151.2583,1.75,59,0,2.06,US,1730336370
494,vanimo,-2.6741,141.3028,28.97,81,45,1.13,PG,1730336372
495,tongchuanshi,35.0806,109.0897,10.85,92,100,1.36,CN,1730336373
496,abalak,58.1286,68.5944,-2.43,85,18,2.41,RU,1730336374
497,tvoroyri,61.5556,-6.8111,9.29,97,100,3.31,FO,1730336377
498,arkalyk,50.2486,66.9114,1.3,93,100,3.86,KZ,1730336379
499,andrelandia,-21.7397,-44.3092,16.38,95,63,2.05,BR,1730336380
500,carauari,-4.8828,-66.8958,27.18,66,31,1.07,BR,1730336382
501,mitsamiouli,-11.3847,43.2844,26.86,77,9,6.97,KM,1730336383
502,ravar,31.2656,56.8055,14.53,37,33,1.07,IR,1730336384
503,tome acu,-2.4189,-48.1522,24.85,84,100,1.32,BR,1730336385
504,altai,46.3722,96.2583,-5.95,54,8,2.13,MN,1730336386
505,honefoss,60.168,10.2565,4.1,83,100,1.29,NO,1730336387
506,sarina,-21.4333,149.2167,31.26,47,1,5.22,AU,1730336388
507,gilgit,35.9221,74.3087,10.51,55,4,1.34,PK,1730336389
508,astravyets,54.6138,25.9554,7.91,86,100,6.02,BY,1730336391
509,isla mujeres,21.2311,-86.731,25.65,87,100,7.88,MX,1730336392
510,huangyan,28.6478,121.2594,18.31,90,100,2.67,CN,1730336393
511,kuanda,56.3161,116.0806,-6.18,95,88,0.53,RU,1730336395
512,klaksvik,62.2266,-6.589,6.94,92,100,5.8,FO,1730336396
513,buka,40.8108,69.1986,8.63,63,8,1.46,UZ,1730336397
514,karimpur,23.9667,88.6167,26.27,82,92,1.82,IN,1730336400
515,vilhena,-12.7406,-60.1458,22.77,84,90,0.64,BR,1730336401
516,tamiahua,21.2667,-97.45,24.56,92,11,2.79,MX,1730336402
517,cao lanh,10.45,105.6333,28.08,77,22,2.56,VN,1730336403
518,les cayes,18.2,-73.75,26.28,80,50,0.78,HT,1730336404
519,puerto real,36.5282,-6.1901,15.7,100,75,2.57,ES,1730336405
520,katsuura,35.1333,140.3,19.32,60,73,5.59,JP,1730336407
521,okny,47.5404,29.46,11.59,81,99,3.65,UA,1730336408
522,mahibadhoo,3.7833,72.9667,27.81,75,52,3.18,MV,1730336409
523,buritizeiro,-17.3511,-44.9622,21.4,89,100,2.64,BR,1730336410
524,boyolangu,-8.1181,111.8935,28.26,73,59,3.21,ID,1730336411
525,upington,-28.4478,21.2561,17.21,22,0,0.51,ZA,1730336412
526,abu tij,27.0441,31.319,17.77,46,0,3.31,EG,1730336413
527,aitape,-3.1374,142.3475,29.65,73,30,1.4,PG,1730336415
528,santa maria xadani,15.9333,-96.0667,24.26,90,90,1.19,MX,1730336416
529,verdal,63.7933,11.4817,3.57,96,100,2.28,NO,1730336417
530,ust'-barguzin,53.45,108.9833,0.51,77,100,0.55,RU,1730336419
531,aketi,2.7388,23.7833,21.85,100,100,0.25,CD,1730336420
532,lodja,-3.4833,23.4333,21.47,100,100,0.86,CD,1730336421
533,morant bay,17.8815,-76.4093,26.41,88,84,5.64,JM,1730336423
534,smara,26.7384,-11.6719,17.33,62,100,2.92,EH,1730336424
535,lincoln,40.8,-96.667,9.6,93,100,6.17,US,1730336425
536,amahai,-3.3333,128.9167,29.87,65,52,1.78,ID,1730336426
537,saint-francois,46.4154,3.9054,10.38,94,100,1.03,FR,1730336427
538,tralee,52.2704,-9.7026,11.93,91,89,0.93,IE,1730336428
539,chibougamau,49.9168,-74.3659,14.79,94,100,7.2,CA,1730336431
540,murun-kuren,49.6342,100.1625,-5.43,67,15,1.16,MN,1730336432
541,jaisinghnagar,23.7,81.3833,19.55,76,10,1.84,IN,1730336433
542,heunghae,36.1125,129.3522,19.06,63,100,2.45,KR,1730336434
543,belozersk,60.0326,37.7957,1.55,93,100,6.37,RU,1730336435
544,bull savanna,17.8868,-77.5902,25.49,76,37,4.49,JM,1730336436
545,essaouira,31.5125,-9.77,15.72,88,20,2.06,MA,1730336437
546,north ward,-19.2454,146.8075,28.95,51,75,5.14,AU,1730336438
547,hammerfest,70.6634,23.6821,1.25,69,75,8.75,NO,1730336440
548,cheremukhovo,60.3484,59.9851,-0.3,89,91,2.82,RU,1730336441
549,taoudenni,22.6783,-3.9836,27.86,20,100,4.12,ML,1730336442
550,conduaga,8.862,117.4893,29.03,77,100,3.39,PH,1730336443
551,puerto cabezas,14.0351,-83.3888,24.98,90,58,1.84,NI,1730336444
552,urucara,-2.5364,-57.76,30.4,45,100,1.81,BR,1730336445
553,ouesso,1.6136,16.0517,21.43,98,100,0.47,CG,1730336446
554,lata,40.1629,-8.3327,13.02,91,100,2.48,PT,1730336448
555,tefe,-3.3542,-64.7114,29.43,55,100,1.27,BR,1730336449
556,loreto,22.2667,-101.9667,17.7,25,0,2.51,MX,1730336450
557,letpandan,17.7833,95.75,25.53,89,16,1.44,MM,1730336451
558,happy valley-goose bay,53.3168,-60.3315,3.17,87,100,6.17,CA,1730336453
559,newnan,33.3807,-84.7997,18.88,90,84,1.97,US,1730336454
560,novodvinsk,64.4165,40.8122,0.86,98,100,2.97,RU,1730336456
561,saint john,45.2727,-66.0677,8.57,100,100,7.72,CA,1730336402
562,itoman,26.1247,127.6694,30.22,84,75,9.26,JP,1730336458
563,la paz,-16.5,-68.15,9.99,75,75,5.14,BO,1730336220
564,naze,28.3667,129.4833,24.51,89,100,6.34,JP,1730336460
